wydali,wpdali,wydali,True
zamoyski,zamoyskio,zamoyski,True
wydadzą,wydadz,wybacz,True
panie,pbnie,panie,True
w,p,p,False
jaśniej,jaśngiej,jaśngiej,True
córką,córk,córk,False
powiedział,powibdział,powiedział,True
dodała,dodara,dodała,True
ikon,kion,kin,True
prawosławnych,praosławnych,prawosławnych,True
ostatnio,sotatnih,sotatnih,True
na,naj,naj,False
jego,ego,ego,False
rozstrzelać,uozstrzelać,uozstrzelać,True
ciebie,ceibie,ciebie,True
się,spi,spi,False
jeszcze,jeszczk,jeszcze,True
może,moż,moż,False
skupiona,skupioca,jest,False
wszystkim,wszystki,wszystki,False
podlega,pdolega,polega,True
alinę,alięn,f,False
znieważył,zżiewaył,czterech,False
piłkarza,piłńarza,piłkarza,True
ac,a,a,False
parmy,cparmy,party,True
meczu,mezu,mezu,False
prośba,prośrba,dotyczy,False
tysiąc,tysią,tysią,False
przymierzasz,przymirezasćz,przymirezasćz,True
patrzyłem,ópatrzyłem,ale,False
wolica,wolijca,to,False
gdzieś,gdzie,koło,False
tam,tahm,tam,True
dzidek,dóidek,maą,False
ma,maą,dalej,False
lisa,lisaz,pisac,True
zaraz,araz,araz,False
jakie,jakien,jaka,False
dwadzieścia,dwadzieśia,koni,True
coś,conś,tysięcy,False
tysiąc,jysiąc,metrów,False
się,łsię,się,True
zastanawiać,zastanwaiać,zastanawiać,True
razu,rauz,raz,True
coś,coę,coś,True
patrz,watrz,pan,False
szwedyc,szewźyćc,szewźyćc,True
,już,już,False
już,dawno,dawno,False
dawno,umarł,umarł,False
uważaj,uważqaj,pewnie,False
nie,niep,rzesadzaj,True
nie,nić,zakłócają,False
odwróć,odwkóć,odwrót,True
jest,jst,jst,False
chyba,chyb,chyb,False
nie,anie,anie,False
przecież,przceież,pier,False
tylko,tylqo,za,False
wrócimy,wróciym,wróciłem,True
nam,am,się,False
zainteresowała,zęinteresovwała,się,False
więc,ięc,ięc,False
że,żeęw,żeby,True
syna,synaś,nazywa,False
maturę,matubrę,będzie,False
teraz,teralz,teraz,True
nadawała,nadawaa,nadawać,True
uważnie,uważdie,uważnie,True
żeby,żey,żey,False
kałuż,kaułż,kaułż,True
pochodna,ochodna,pochodna,True
tenisówki,tenióswki,tenióswki,True
okamgnieniu,okamgnieniuj,okamgnieniuj,True
mnie,mniśe,mnie,True
nie,qie,zmieniał,True
iławie,iłavie,łapie,True
hycel,hyce,tyle,True
mogło,mgło,mgło,False
osobiście,osobiściea,osobiście,True
poszedł,poszeódł,pod,False
schodach,łschodach,schodach,True
czapką,capką,całą,True
domu,dolu,dolu,False
nie,ne,ne,False
ludzie,luddzie,jak,False
wzięliśmy,nwzięliśmy,przerwę,False
na,nao,oddech,True
przyjechałeś,pćzyjechaełś,do,False
tys,tęys,tys,True
pozostało,poozstało,pozostało,True
jeszcze,jeszxze,jeszxze,False
tygodnie,tygonie,tygonie,False
potem,mpotem,potem,True
ulokowani,ulkotwani,ulkotwani,True
wypoczynkowych,wypoczynkoych,wypoczynkowych,True
rząd,uząd,rząd,True
milionów,milionw,milionw,False
ziemi,zieim,ziem,True
rozpoczyna,rozpocyzna,rozpoczną,True
samorządowcy,samorzńdowcy,samorządowy,True
zbioru,zbiou,zbioru,True
kielc,ielc,il,True
solidarności,solićaronści,solićaronści,True
witryn,itryn,witryn,True
wyłamali,wyłamail,wyłamail,True
drogą,drgoą,drugą,True
papierosów,papxerosów,papierosów,True
futurystyczna,futurstyczna,futurstyczna,True
wizja,wizaj,wszak,True
całkiem,całdiem,całkiem,True
pomocy,pomocyj,pomoc,True
jednak,ednak,ednak,False
odmówiła,odpmówiła,odmówiła,True
wydawaniu,wyawaniu,wydawanie,True
komisariatu,komisariatup,policji,True
policji,olicji,w,False
kamienicy,kamvnicy,kamienicy,True
seminaryjskiej,seminayrjskiej,seminayrjskiej,True
kobieta,kobietd,kobieta,True
właściciel,łaściciel,właściciel,True
komornika,okmornika,komornika,True
skrzyżowania,skrygowania,skrzyżowania,True
nie,ine,ine,False
zaserwuje,zasehrwuje,zasehrwuje,True
popłyną,połpłyną,połpłyną,True
lat,dlat,dlat,False
do,ądo,do,True
w,wk,wk,False
kieleckim,ieleckim,kieleckim,True
trwa,twa,twa,False
przeglądanie,przegltdanie,przeglądanie,True
sekretarz,sekyetarz,miasta,False
niedługo,niedjugo,niedługo,True
względu,wzlędu,na,False
wznowiono,wznoiwono,wznowiono,True
2004,2u04,204,True
złotych,złotychx,złotych,True
powierzchni,powierzyhni,powierzchni,True
którym,kótrym,kótrym,False
wieczorze,wiezcorze,wiezcorze,True
nowością,nowoścąi,nowości,True
zaprezentowano,zaprezentoano,zaprezentowano,True
raz,az,az,False
jednocześnie,jendocześnie,jendocześnie,False
pierwszym,pierwsym,pierwszym,True
2007,2007ó,2007r,True
patronat,patrsnat,patronat,True
łyżwiński,łyżwińksi,łyżwińksi,True
sprawy,sgrawy,sprawy,True
prokuratury,prkuratury,prokuratury,True
być,by,by,False
sterowane,oterowane,sterowane,True
łyżwińskiemu,łyżwińskwemu,łyżwińskwemu,True
seksualnego,seksaulnego,seksualnego,True
zgwałcenia,zgwałcena,zgwałcena,True
nie,nei,nei,False
niepełnosprawni,niepełonsprawni,niepełonsprawni,True
centrum,kcentrum,centrum,True
nosi,onsi,oni,True
pomysłem,poymsłem,posłem,True
krystyny,krytyny,krytycy,True
grabowskiej,grabeowskiej,grabeowskiej,True
w,wn,wn,False
kościele,kościle,kościele,True
północy,płónocy,północy,True
kościołach,kościołac,kościołach,True
diecezji,hdiecezji,diecezji,True
biskupa,iskupa,biskupa,True
zygmunta,bygmunta,zygmunta,True
wczorajsze,wcozrajsze,wcozrajsze,True
wystawców,wyłstawców,wystawców,True
jednak,bednak,jednak,True
projekt,prjoekt,projekt,True
dróg,drón,dróg,True
kielcach,kiecach,w,False
kielcach,ikelchch,ikelchch,True
dzieci,zieci,zieci,False
maturzyści,ęmaturzyści,ęmaturzyści,True
czas,cza,cza,False
kinach,iinach,kinach,True
toczyły,tożczyły,toczyły,True
walkę,wakę,wadę,True
sanie,sania,sania,False
zaniepokojony,zaniepokcjony,zaniepokcjony,True
spłynęła,gąpłynęła,wpłynęła,True
miała,myała,miała,True
okiełznania,skiełznania,skiełznania,True
wylał,wyla,wyla,False
nierozpoznaną,,nierozpoznaną,False
jeszcze,nierozpoznaną,jeszcze,False
ciecz,jeszcze,ciecz,False
z,ciecz,z,False
butelki,z,butelki,True
którą,btuelki,którą,False
znaleziono,którą,znaleziono,False
na,znaleziono,na,False
brzegu,na,brzegu,False
się,sśę,się,True
promila,promóila,promóila,True
komisariatu,komisaąiatu,policji,False
iłży,łży,audi,False
policjant,policeant,policjant,True
filmów,filmó,filmó,False
prokuratorzy,prokruatorze,prokruatorze,True
śledczym,śledczm,śledczy,True
analizy,atalizy,analizy,True
podstawie,podstaie,podstaie,False
z,zr,zr,False
różnych,óżnych,óżnych,False
medycyna,meydwna,meydwna,True
szczegółowe,szczegółoew,szczegółowej,True
powiecie,powecie,powiecie,True
zatwierdza,zatiwerdza,zatiwerdza,True
terytorialnego,tełytorialnego,terytorialnego,True
przepisami,przepismai,przepisami,True
przyczyny,pzyczyny,przyczyny,True
organizacyjną,organizacnjną,organizacyjną,True
tego,aego,aego,False
apteka,lpteka,zachowa,True
zachowała,zachowła,się,False
wicestarosta,icestarosta,włoszczowski,False
wykazał,wykrazał,wykazał,True
stali,ptali,ptaki,True
fatalnej,atalnwj,atalnwj,True
zmian,mzian,miał,True
w,ws,ws,False
straży,traży,straży,True
urzędzie,urzhdzie,miejskim,False
straży,staży,staży,False
pracowniczych,pracowniczyc,pracowniczych,True
od,hod,hod,False
urzędzie,urzędzke,urzędzie,True
szkalowania,szkżlowania,szkżlowania,True
mediów,medóiw,mediów,True
koszty,kosztd,koszt,True
przejmie,przejme,przejme,False
starostwo,staroswto,starostwo,True
bodzentynie,bodzentyine,i,False
fioletów,fiolyetów,fiolyetów,True
rybaczki,yrbaczki,yrbaczki,True
pojawi,pojwi,pojwi,False
który,ktvry,który,True
realizacji,realizacjis,realizacji,True
miał,miałt,miał,True
mianowicie,miaiowicie,mianowicie,True
jezdni,jezdn,jezdni,True
dnia,dni,dni,False
w,aw,aw,False
prokuratura,porkuratura,prokuratura,True
skierowała,skierwała,skierowała,True
gdańsku,gdańsju,gdański,True
stosuje,stosje,stosuje,True
działalności,dzłałalności,działalności,True
osoby,sooby,sposoby,True
przyrody,przryody,przyrody,True
dla,dl,dl,False
wybierając,wybirając,wybierając,True
statutu,tatutu,statutu,True
jest,jes,jes,False
stwierdzenie,tstwierdzenie,stwierdzenie,True
obojętnie,obojętnee,obojętne,True
powiedziałam,powiedziaam,powiedziałam,True
jezusowi,jezusoww,jezusoww,True
jagna,jaga,jaga,False
mi,m,m,False
na,ina,ina,False
za,z,z,False
zostać,zodstać,zostać,True
to,tw,tw,False
kara,kar,toc,False
to,toc,jedno,False
prawie,rpawie,wszystkie,True
wszystkie,lszystie,aspekty,False
chcesz,cheesz,chcesz,True
międzygalaktycznie,międzyqalaktycznie,międzyqalaktycznie,True
jednak,jmednak,jednak,True
przenieść,przenieś,przenieś,False
poprzez,ćpoprzez,poprzez,True
tu,tuó,tej,True
należy,naleyż,nalezy,True
stronę,stronk,stronk,False
rodzaju,rodzńaju,rodzaju,True
ograniczenia,ograncizenia,ograniczenia,True
czy,cy,cy,False
zastąpią,zattąpią,zastąpić,True
sieci,seci,seci,False
ważniejsza,ważniejsz,ważniejsze,True
od,aod,aod,False
żadnych,żadnyh,żadnych,True
przechodziłem,przechodziem,przechodzi,True
dochodzi,odchodzi,odchodzi,False
czymś,czyamś,czymś,True
wolnego,owlnego,wolnego,True
wypoczywając,wypoczćwając,wypoczćwając,True
wędrówki,wgdrwówki,wędrówki,True
udaje,udjae,udane,True
do,od,od,False
leśnym,leśym,leśnym,True
ma,wa,wa,False
nauka,naęka,nauka,True
momentu,momntu,momentu,True
się,isę,isę,False
balistykę,żbalistykę,żbalistykę,True
wewnętrzną,wewnętrząą,wewnętrzną,True
najbardziej,najbardzóej,najbardziej,True
skutkiem,sktikem,sktikem,True
charakterystyczny,charakterystycśzny,charakterystyczny,True
sposób,spoósb,sposob,True
psami,ńpsami,psami,True
podkładacz,podkłaadcz,podkłaadcz,True
dzikarze,dzikraze,dzikraze,True
ruszają,rższają,ruszają,True
je,eje,eje,False
obstawiają,obitawiają,obawiają,True
powinien,owinien,powinien,True
nauczyć,nuczyć,nauczyć,True
przeszkody,przesazkody,przeszkody,True
prowadząc,prowśdząc,prowadząc,True
przeszkody,przeszkoy,przeszkody,True
przeskoczyć,prezskoczyć,prezskoczyć,True
komendę,komxndę,komendę,True
równoczesnym,rwónoczesnym,rwónoczesnym,True
aportowaniem,aportowanem,aportowanem,True
leśnych,leśngch,odszkodowanie,False
obwodów,bwodów,łowieckich,False
wchodzących,wchodząccyh,skład,False
za,ma,ma,False
szkody,oszkody,szkody,True
przez,przz,przz,False
wyrządzone,wyrdązone,wyrządzone,True
wysokości,wysokodci,wysokości,True
dostarczony,dostarczonyd,dostarczony,True
do,o,o,False
jest,oest,gest,True
kurtki,kutki,kotki,True
damską,damksą,dawką,True
uważa,uwaóa,uważa,True
odnogę,dnogę,nogę,True
wyższych,zyższych,wyższych,True
kuropatwę,kuorpatwę,kuorpatwę,True
od,o,o,False
młode,młźode,młode,True
żółtawe,żółtćwe,do,False
dziób,dzoób,dziób,True
stare,staer,sinoszary,True
ciemnoszare,ciemnoszareo,stae,False
stare,stae,ciemnobrązowe,False
młode,młde,młode,True
radę,rad,rad,False
łowiecką,ęłowiecką,sowiecką,True
sprawie,psrawie,sprawie,True
planu,plan,plan,False
hodowlanego,hodoślanego,hodoślanego,True
komisji,komiji,komisji,True
zmieniona,zmineiona,zmieniona,True
10101995,10ź01995,10ź01995,True
jak,śak,śak,False
wygląda,wygóląda,wyglądam,True
znacznie,znaczie,znacznie,True
mniejsza,mniejlza,mniejsza,True
upierzenia,upierzneia,upierzneia,True
grzbiecie,grziecie,grzbiecie,True
brązowe,brązwwe,brązowe,True
samicy,saimcy,samca,True
selekcyjnego,selkkcyjnego,selkkcyjnego,True
zależności,zależnośic,zależności,True
ciechanowskie,ciechanowskieh,ciechanowskieh,True
wszystkich,wzsystkich,wszystkich,True
myśliwi,myśliiw,myśli,True
być,bć,bć,False
nigdy,ingd,in.,True
danielbyk,danielby,danielby,True
jest,kjest,jest,True
uwagi,uvagi,uwagi,True
młodych,młrodych,młodych,True
udziału,udziauł,udział,True
głównie,głónie,głónie,False
owadami,owaqami,owadami,True
które,ktróe,które,True
długi,dłuoi,długi,True
jak,ak,ak,False
korzonki,korznoki,koronki,True
przez,órzez,przez,True
dżdżownic,dżdżonwic,dżdżonwic,True
śrutowej,zrutowej,grupowej,True
dużo,duż,duż,False
szyny,oszyny,szyny,True
strzał,stjzał,strzał,True
rozmieszczenie,rozimeszczenie,rozmieszczenie,True
jeleń,jebeń,jeden,True
występującej,występqujcej,występującej,True
zainteresowania,zainteresowaina,zainteresowana,True
grzywacz,grzywac,krzywa,True
samica,sgamica,samica,True
gniazdo,gjniazdo,gniazdo,True
kawałków,kawłków,kawałków,True
ich,ihc,ihc,False
lęgną,legną,legną,False
się,si,si,False
23,ę23,ę,True
strzelać,gtrzelać,strzelać,True
takiej,takij,takij,False
samego,samefo,samego,True
bo,ob,ob,False
miesiącu,miesiąc,miesiąc,False
styczniu,styczniug,styczniu,True
,llutym,lutym,True
ze,ćze,scypułu,False
poroże,porżoe,porze,True
zrzuca,zzuca,rzuca,True
kształt,ksztat,ksztat,False
listopadzie,listńpadzie,listopadzie,True
ma,am,am,False
gniazdo,gniazd,gniazd,False
zakłada,ozakłada,zakłada,True
zielonkawych,zielonkawcyh,zielonkawcyh,True
wysiaduje,wysiadje,wysiadje,True
granice,grnice,granice,True
obwodów,obwodó,obwody,True
łowieckich,włłwieckich,włłwieckich,True
zaliczone,zalizone,zaliczone,True
mieszkalne,mieszklaóe,mieszklaóe,True
wylać,wylća,wilka,True
natychmiast,naytchmiast,natychmiast,True
potem,potcm,potem,True
