zajmująca,zajmuąjca,się,False
fizjologicznym,fizjologcznym,okresem,True
okresem,okrnsem,ciąży,False
ginekologią,ginekoloeią,ginekologii,True
położnictwo,położnictąo,położnictwo,True
opierało,opierałod,opierała,True
min,ęin,iii,True
pi,i,i,False
przy,pczy,której,False
zawiera,óawiera,zawiera,True
ujemnych,ujemnychn,ujemnych,True
na,a,a,False
ładunek,łdunek,ładunek,True
obojnaczego,obonaczeno,obonaczeno,True
mają,mająj,mają,True
jednakowe,ednakowe,jednakowe,True
przypadku,przypbadku,przypadku,True
rozpuszczalnych,rozyuszczalnych,rozyuszczalnych,True
cząsteczki,cząsteckzi,cząsteczki,True
wartość,wartść,wartść,False
najczęściej,najczęśtiej,najczęściej,True
aminokwasów,amionkwasów,aminokwasów,True
ogniskowanie,oginskowanie,oginskowanie,True
możliwość,możliwść,możliwość,True
podstawie,vodstawie,podstawie,True
ładunek,ładune,ładunek,True
powyżej,pźwyżej,powyżej,True
ma,mat,mat,False
to,o,o,False
rozdziału,rzdziału,podziału,True
elektroforezy,elmktroforezy,elmktroforezy,True
jeżeli,jeżel,jeżel,False
anody,naody,wody,True
przyciągany,pźzyciągany,do,False
niższe,niższ,niższ,False
żelu,eżlu,lu,True
katody,kvtody,kody,True
pulmonologia,pulonologia,pulonologia,True
pulmonologia,pulmonologi,pulmonologi,True
pneumonologia,apneumorologia,apneumorologia,True
zakresu,zakersu,zakresu,True
planeta,laneta,planeta,True
wędrować,wędrowć,wędrowć,True
astronomicznej,asuronomicznej,obiekt,False
pozostałości,pozostałocśi,w,False
odróżnieniu,odróżnieni,odróżnieni,False
od,ld,ld,False
mniejsze,miejsze,miejsze,False
planety,nlanety,planety,True
według,tedług,według,True
słonecznym,łsonecznym,słonecznym,True
saturn,satun,i,False
wyjątkiem,wyjóątkiem,wyjątkiem,True
wenus,wenusw,wenus,True
wokół,okół,okół,False
potwierdzono,potwierzono,potwierdzono,True
historia,histori,histori,False
jowisza,towisza,jowisza,True
także,takżes,także,True
słońce,łońce,słońce,True
poruszających,porszających,poruszających,True
czasach,czasachn,czasach,True
nowożytnych,owożytnych,nowożytnych,True
grona,rona,rona,False
natomiast,najomiast,natomiast,True
w,ó,ó,False
odkrywane,odkyrwane,odkyrwane,True
również,rwnież,rwnież,False
takich,takihc,takich,True
klasyfikacji,klsyfikacji,klasyfikacji,True
pallas,plalas,plama,True
bowiem,bownem,bowiem,True
lat,latu,latu,False
uznawano,znawan,zdawać,True
1930,193,193,False
r,0r,0r,False
sugerowały,sugerwały,sugerwały,True
planetę,planetęh,planetę,True
badania,adania,adania,False
jednak,jedngk,jednak,True
populacji,ppoulacji,populacji,True
dopiero,dopero,dopero,False
niektóre,nieztóre,niektóre,True
astronomowie,astnronomowie,astnronomowie,True
jest,jesź,jest,True
eris,erio,trio,True
układzie,układze,słonecznym,False
nowej,nwoej,kategorii,False
plutoidy,plutoiy,pluton,True
oprócz,opróce,oprócz,True
planety,planet,planet,False
pozasłoneczne,ypozasłoneczne,ypozasłoneczne,True
wieku,wieuk,wiek,True
niezliczonych,niezliczonyhch,niezliczonyhch,True
znaleźć,znaleź,znaleź,False
dowodów,ćdowodów,dowodów,True
dopiero,źopiero,dopiero,True
1992,k1992,1992,True
odkrycie,odkryie,odkrycie,True
w,ź,ź,False
definicje,deifnicje,definicje,True
astronomicznej,astonomicznej,autonomicznej,True
pradze,ńradze,pradze,True
została,został,został,False
definicja,adefinicja,definicja,True
niebędące,nieędąc,nieędąc,True
księżycami,eksiężycuami,eksiężycuami,True
drugiego,drugieg,drugieg,False
i,oi,oi,False
warunku,wrunku,warunku,True
kontrowersje,kontrowersej,kontrowersje,True
nowa,noa,noa,False
zgodzili,zgodziii,zgodzili,True
do,od,od,False
definicji,dfinicji,definicji,True
koncentruje,konceftruje,koncentruje,True
wolała,woaała,podała,True
konferencji,konerencji,konferencji,True
sąsiedztwa,sąsiedztaw,sąsiedztwa,True
miały,miałyb,miałyby,True
być,yć,yć,False
planetę,lanetn,planet,True
przyjęcia,przjyęcia,przyjęcia,True
ostateczna,ostaeczna,ostateczna,True
przekroczyłaby,przekroczyłabl,przekroczyła,True
wzbudziła,wzbuziła,wzbudziła,True
interpretacja,interpretacba,interpretacja,True
oczyszczenie,oczyszczneie,oczyszczenie,True
oczyszczenia,oczyszczencia,oczyszczenia,True
min,in,in,False
sotera,sotęera,pottera,True
jest,jes,jes,False
rozumiane,rfzumiane,rozumiane,True
obiekt,obeikt,obiekt,True
stosunek,stosunak,stosunek,True
cztery,czter,czter,False
rzędy,yrzędy,rzędy,True
wyznacznikami,wyąnacznikami,wyąnacznikami,True
zadanie,zadnnie,zadanie,True
dokładniejsze,dokładniejsz,dokładniej,True
mianem,mainem,mainem,False
